AdQuoNo,DetailType,DetailNo,Type,PartName,MaterialName,SpecName1,SpecName2,No,FirstName,StandDimen,MakerName,MakerNameOrg,Unit,UnitOrg,Quantity,UnitPrice,UnitPriceOrg,Amount,Note,LaborOuts,MaterUnitPrice,LaborUnitPrice,OutsUnitPrice,MaterCostTotal,LaborCostTotal,OutsCostTotal,MaterUnitPriceOrg,LaborUnitPriceOrg,OutsUnitPriceOrg,MaterUPChangeFlag,LaborUPChangeFlag,OutsUPChangeFlag,FirstNameChangeFlag,StandChangeFlag,UnitPriceChangeFlag,AmountChangeFlag,MakerChangeFlag,UnitChangeFlag,SpecCode1,SpecCode2,ReadFlag,M_EstUP1,M_MaterUP1,M_LaborUP1,M_OutsUP1,M_EstUP2,M_MaterUP2,M_LaborUP2,M_OutsUP2,MaterScaleFactor,LaborAmountTotal,OutsAmountTotal,OpenUPOrg,MaterOpenUPOrg,LaborOpenUPOrg,OutsOpenUPOrg,OutsCost,MaterCost,LiftingCost,LaborCost,SiteExpense,ReadDataKey
3,2,303,,,,,,2,下がり壁 ｹｲｶﾙ板塩ﾋﾞ化粧ﾌｨﾙﾑ,目透し張り ｹｲｶﾙ板 t=6共 H=800,,,ｍ,,19.3,,,,4 Ⅳ旅客 民間ﾊ民専a.本館14内外装工,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,0,
3,2,304,,,,,,0,,3M Dﾎﾞｰﾄﾞ同等品,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,305,C ボード (天井),下り壁,石膏ﾎﾞｰﾄﾞ,下り壁 石膏ﾎﾞｰﾄﾞ t=12.5 H=600 (M),,1,下がり壁 石膏ボード,t=12.5 不燃 Dﾎﾞｰﾄﾞ下地 H=800,,,ｍ,M,19.3,"1,050","1,050","20,265",4 Ⅳ旅客 民間ﾊ民専a.本館14内外装工,労務,190,420,950,"3,667","8,106","18,335",190,420,950,0,0,0,1,1,0,0,0,1,309012004,,1,"1,050",190,420,950,,,,,1,,,0,0,0,0,,"3,667",405,"8,106",405,
3,2,306,C ボード (天井),天井,化粧石膏ﾎﾞｰﾄﾞ,天井 化粧石膏ﾎﾞｰﾄﾞ(不) t=9.5 ﾄﾗﾊﾞｰﾁﾝ 455×910,,2,天井 化粧石膏ボード,t=9.5 不燃,,,m2,㎡,3473,"1,250","1,250","4,341,250",4 Ⅳ旅客 民間ﾊ民専a.本館14内外装工,労務,486,430,"1,130","1,687,878","1,493,390","3,924,490",486,430,"1,130",0,0,0,1,1,0,0,0,1,301051001,,1,"1,250",486,430,"1,130",,,,,1,,,0,0,0,0,,"1,687,878","86,825","1,493,390","86,825",
3,2,307,,,,,,0,,吉野石膏 ｼﾞﾌﾟﾄｰﾝ同等品,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,308,C ボード (天井),天井,岩綿吸音板,天井 岩綿吸音板 t=9,天井 石膏ﾎﾞｰﾄﾞ(準) t=9.5 捨貼,1,天井 岩綿吸音板,t=9.0,,,m2,㎡,11469,"2,380","2,380","27,296,220",4 Ⅳ旅客 民間ﾊ民専a.本館14内外装工,労務,888,870,"2,140","10,184,472","9,978,030","24,543,660",888,870,"2,140",0,0,0,1,1,0,0,0,1,301170001,301010001,1,"1,500",649,470,"1,350",880,239,400,790,1,,,0,0,0,0,,"10,184,470","545,924","9,978,030","545,924",
3,2,309,,,,,,0,,捨張GB-R t=9.5 (準不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,310,,,,,,0,,日東紡 ｿｰﾗﾄﾝ同等品,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,311,C ボード (天井),勾配天井,岩綿吸音板,勾配天井 岩綿吸音板 t=9,勾配天井 石膏ﾎﾞｰﾄﾞ(準) t=9.5 捨貼,1,斜め天井 岩綿吸音板,t=9.0,,,m2,㎡,20,"2,530","2,530","50,600",4 Ⅳ旅客 民間ﾊ民専a.本館14内外装工,労務,888,960,"2,280","17,760","19,200","45,600",888,960,"2,280",0,0,0,1,1,0,0,0,1,304170001,304010001,1,"1,600",649,520,"1,440",930,239,440,840,1,,,0,0,0,0,,"17,760","1,012","19,200","1,012",
3,2,312,,,,,,0,,捨張GB-R t=9.5 (準不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,313,,,,,,0,,日東紡 ｿｰﾗﾄﾝ同等品,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,314,C ボード (天井),下り壁,石膏ﾎﾞｰﾄﾞ,下り壁 石膏ﾎﾞｰﾄﾞ t=12.5 H=600 (M),,1,屋根立上 石膏ボード,t=12.5 不燃 目地処理,,,ｍ,M,72.2,"1,050","1,050","75,810",4 Ⅳ旅客 民間ﾊ民専a.本館14内外装工,労務,190,420,950,"13,718","30,324","68,590",190,420,950,0,0,0,1,1,0,0,0,1,309012004,,1,"1,050",190,420,950,,,,,1,,,0,0,0,0,,"13,718","1,516","30,324","1,516",
3,2,315,,,,,,0,,H=545,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,316,,,,,,0,,(3F保安検査場),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,317,,,,,,0,,図A-1284,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,318,,,,,,1,＜天井＞,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,319,C ボード (天井),外部天井,ｹｲｶﾙ板,外部天井 ｹｲｶﾙ板 t=8 目透貼,,2,軒天 硅酸カルシウム板,t=8 目透し,,,m2,㎡,18.8,"2,500","2,500","47,000",4 Ⅳ旅客 民間ﾊ民専b.本館3.9内外装工,労務,"1,142",720,"2,250","21,470","13,536","42,300","1,142",720,"2,250",0,0,0,1,1,0,0,0,1,302082002,,1,"2,500","1,142",720,"2,250",,,,,1,,,0,0,0,0,,"21,470",940,"13,536",940,
3,2,320,C ボード (天井),天井(断熱材),GW･RW,天井 ｸﾞﾗｽｳｰﾙ敷込 t=100 32㎏/m3,,3,軒天 グラスウール敷込,t=100 32kg/m3,,,m2,㎡,471,"1,600","1,600","753,600",4 Ⅳ旅客 民間ﾊ民専b.本館3.9内外装工,労務,930,270,"1,440","438,030","127,170","678,240",930,270,"1,440",0,0,0,1,1,0,0,0,1,308200404,,1,"1,600",930,270,"1,440",,,,,1,,,0,0,0,0,,"438,030","15,072","127,170","15,072",
3,2,321,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,,4,壁 石膏ボード,t=12.5 不燃 化粧ｹｲｶﾙ板下地,,,m2,㎡,296,"1,000","1,000","296,000",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,306,430,900,"90,576","127,280","266,400",306,430,900,0,0,0,1,1,0,0,0,1,401010003,,1,"1,000",306,430,900,,,,,1,,,0,0,0,0,,"90,576","5,920","127,280","5,920",
3,2,322,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,,5,壁 石膏ボード,t=12.5 不燃 下張り,,,m2,㎡,2.1,"1,000","1,000","2,100",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,306,430,900,643,903,"1,890",306,430,900,0,0,0,1,1,0,0,0,1,401010003,,1,"1,000",306,430,900,,,,,1,,,0,0,0,0,,643,42,903,42,
3,2,323,,,,,,0,,(流し台裏),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,324,,,,,,0,,図A-3451/K1-7,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,325,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,,1,壁 石膏ボード,t=12.5 不燃 突付,,,m2,㎡,5284,"1,000","1,000","5,284,000",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,306,430,900,"1,616,904","2,272,120","4,755,600",306,430,900,0,0,0,1,1,0,0,0,1,401010003,,1,"1,000",306,430,900,,,,,1,,,0,0,0,0,,"1,616,904","105,680","2,272,120","105,680",
3,2,326,,,,,,0,,(床下･天井内),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,327,,,,,,0,,図A-1352/C-2､3,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,328,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,,1,壁 石膏ボード,t=12.5 不燃 突付,,,m2,㎡,971,"1,000","1,000","971,000",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,306,430,900,"297,126","417,530","873,900",306,430,900,0,0,0,1,1,0,0,0,1,401010003,,1,"1,000",306,430,900,,,,,1,,,0,0,0,0,,"297,126","19,420","417,530","19,420",
3,2,329,,,,,,0,,(防煙垂壁受材),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,330,,,,,,0,,図A-1354/D-11,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,331,D ボード (壁),腰壁,石膏ﾎﾞｰﾄﾞ,腰壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5,腰壁 石膏ﾎﾞｰﾄﾞ t=12.5,1,腰壁 石膏ボード,ﾋﾞﾆﾙ床ｼｰﾄ下地,,,m2,㎡,155,"2,750","2,750","426,250",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,570,"1,010","2,480","88,350","156,550","384,400",570,"1,010","2,480",0,0,0,1,1,0,0,0,1,404010000,404012000,1,"1,300",250,490,"1,170","1,450",320,520,"1,310",1,,,0,0,0,0,,"88,350","8,525","156,550","8,525",
3,2,332,,,,,,0,,t=9.5 準不燃,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,333,,,,,,0,,捨張GB-R t=12.5(不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,334,,,,,,1,腰壁 石膏ボード  目地処理,,,,m2,,155,,,,5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,,,,,,,,,,,0,0,0,1,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,0,
3,2,335,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,336,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,1,壁 石膏ボード,t=9.5 準不燃 素地,,,m2,㎡,108,"1,890","1,890","204,120",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,545,840,"1,700","58,860","90,720","183,600",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010001,401010003,1,890,239,410,800,"1,000",306,430,900,1,,,0,0,0,0,,"58,860","4,082","90,720","4,082",
3,2,337,,,,,,0,,捨張GB-R t=12.5(不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,338,,,,,,0,,(機械室),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,339,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,1,壁 石膏ボード,t=9.5 準不燃 突付,,,m2,㎡,330,"1,890","1,890","623,700",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,545,840,"1,700","179,850","277,200","561,000",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010001,401010003,1,890,239,410,800,"1,000",306,430,900,1,,,0,0,0,0,,"179,850","12,474","277,200","12,474",
3,2,340,,,,,,0,,捨張GB-R t=12.5(不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,341,,,,,,0,,(床下･天井内),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,342,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,1,壁 石膏ボード,t=9.5 準不燃 突付,,,m2,㎡,11.6,"1,890","1,890","21,924",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,545,840,"1,700","6,322","9,744","19,720",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010001,401010003,1,890,239,410,800,"1,000",306,430,900,1,,,0,0,0,0,,"6,322",438,"9,744",438,
3,2,343,,,,,,0,,捨張GB-R t=12.5(不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,344,,,,,,0,,(家具裏),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,345,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,1,壁 石膏ボード,t=9.5 準不燃 突付,,,m2,㎡,105,"1,890","1,890","198,450",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,545,840,"1,700","57,225","88,200","178,500",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010001,401010003,1,890,239,410,800,"1,000",306,430,900,1,,,0,0,0,0,,"57,225","3,969","88,200","3,969",
3,2,346,,,,,,0,,捨張GB-R t=12.5(不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,347,,,,,,0,,図A-3454/K2-7,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,348,D ボード (壁),壁,石膏ﾎﾞｰﾄﾞ,壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,壁 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,1,壁 石膏ボード,t=9.5 準不燃,,,m2,㎡,4173,"1,890","1,890","7,886,970",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,545,840,"1,700","2,274,285","3,505,320","7,094,100",545,840,"1,700",0,0,0,1,1,0,0,0,1,401010001,401010003,1,890,239,410,800,"1,000",306,430,900,1,,,0,0,0,0,,"2,274,285","157,739","3,505,320","157,739",
3,2,349,,,,,,0,,捨張GB-R t=12.5(不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,350,,,,,,1,壁 石膏ボード  目地処理,,,,m2,,4173,,,,5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,,,,,,,,,,,0,0,0,1,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,0,
3,2,351,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,352,D ボード (壁),曲面壁,石膏ﾎﾞｰﾄﾞ,曲面壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 R=2250,曲面壁 石膏ﾎﾞｰﾄﾞ t=12.5 R=2250,1,円柱 石膏ボード,t=9.5 準不燃 化粧鋼板下 曲面,,,m2,㎡,85.7,"3,150","3,150","269,955",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,570,"1,270","2,840","48,849","108,839","243,388",570,"1,270","2,840",0,0,0,1,1,0,0,0,1,403010002,403012002,1,"1,500",250,620,"1,350","1,650",320,650,"1,490",1,,,0,0,0,0,,"48,849","5,399","108,839","5,399",
3,2,353,,,,,,0,,捨張GB-R t=12.5(不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,354,D ボード (壁),壁,ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ,壁 ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,,1,壁 耐水石膏ボード,t=9.5 準不燃 目地処理,,,m2,㎡,17.9,"1,300","1,300","23,270",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,558,410,"1,170","9,988","7,339","20,943",558,410,"1,170",0,0,0,1,1,0,0,0,1,401020001,,1,"1,300",558,410,"1,170",,,,,1,,,0,0,0,0,,"9,988",465,"7,339",465,
3,2,355,,,,,,0,,耐火間仕切面増張,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,356,D ボード (壁),壁,ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ,壁 ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,,1,壁 耐水石膏ボード,t=9.5 準不燃 突付,,,m2,㎡,7.8,"1,300","1,300","10,140",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,558,410,"1,170","4,352","3,198","9,126",558,410,"1,170",0,0,0,1,1,0,0,0,1,401020001,,1,"1,300",558,410,"1,170",,,,,1,,,0,0,0,0,,"4,352",203,"3,198",203,
3,2,357,,,,,,0,,捨張GB-R t=12.5(不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,358,,,,,,0,,(床下･天井内),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,359,D ボード (壁),壁,ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ,壁 ｼｰｼﾞﾝｸﾞ石膏ﾎﾞｰﾄﾞ(準) t=9.5 突付貼,,1,壁 耐水石膏ボード,t=9.5 準不燃,,,m2,㎡,130,"1,300","1,300","169,000",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,558,410,"1,170","72,540","53,300","152,100",558,410,"1,170",0,0,0,1,1,0,0,0,1,401020001,,1,"1,300",558,410,"1,170",,,,,1,,,0,0,0,0,,"72,540","3,380","53,300","3,380",
3,2,360,,,,,,0,,捨張GB-R t=12.5(不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,361,,,,,,1,壁 耐水石膏ボード  目地処理,,,,m2,,130,,,,5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,,,,,,,,,,,0,0,0,1,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,0,
3,2,362,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,363,,,,,,1,壁 ボード目地処理,塗装･ｸﾛｽ下地,,,m2,,783,,,,5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,,,,,,,,,,,0,0,0,1,1,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,0,
3,2,364,D ボード (壁),壁(化粧板),化粧ｹｲｶﾙ板,壁 化粧ｹｲｶﾙ板 ｽﾃﾝﾄﾞ #400 t=6,,2,壁 化粧硅酸カルシウム板,不燃 t=6 ﾎﾞｰﾄﾞ面 ｱﾙﾐｼﾞｮｲﾅｰ工法,,,m2,㎡,351,"5,700","5,700","2,000,700",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,"3,060","1,120","5,130","1,074,060","393,120","1,800,630","3,060","1,120","5,130",0,0,0,1,1,0,0,0,1,422100001,,1,"5,700","3,060","1,120","5,130",,,,,1,,,0,0,0,0,,"1,074,060","40,014","393,120","40,014",
3,2,365,,,,,,0,,ｴｰｱﾝﾄﾞｴｰﾏﾃﾘｱﾙ ｽﾃﾝﾄﾞ#400同等品,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,366,D ボード (壁),壁(化粧板),化粧ｹｲｶﾙ板,壁 化粧ｹｲｶﾙ板 ｽﾃﾝﾄﾞ #400 t=6,,1,壁 化粧硅酸カルシウム板,不燃 t=6 ｱﾙﾐｼﾞｮｲﾅｰ工法,,,m2,㎡,45.8,"5,700","5,700","261,060",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,"3,060","1,120","5,130","140,148","51,296","234,954","3,060","1,120","5,130",0,0,0,1,1,0,0,0,1,422100001,,1,"5,700","3,060","1,120","5,130",,,,,1,,,0,0,0,0,,"140,148","5,221","51,296","5,221",
3,2,367,,,,,,0,,既存ﾎﾞｰﾄﾞ面下地調整共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,368,,,,,,0,,ｴｰｱﾝﾄﾞｴｰﾏﾃﾘｱﾙ ｽﾃﾝﾄﾞ#400同等品,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,369,,,,,,1,＜天井＞,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,370,C ボード (天井),天井,石膏ﾎﾞｰﾄﾞ,天井 石膏ﾎﾞｰﾄﾞ t=12.5 突付貼,,2,天井 石膏ボード,t=12.5 不燃,,,m2,㎡,3813,"1,000","1,000","3,813,000",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,306,430,900,"1,166,778","1,639,590","3,431,700",306,430,900,0,0,0,1,1,0,0,0,1,301012002,,1,"1,000",306,430,900,,,,,1,,,0,0,0,0,,"1,166,778","76,260","1,639,590","76,260",
3,2,371,,,,,,3,天井 石膏ボード  目地処理,,,,m2,,3813,,,,5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,,,,,,,,,,,0,0,0,1,0,0,0,0,1,,,1,,,,,,,,,,,,,,,,,,,,0,
3,2,372,C ボード (天井),下り壁,石膏ﾎﾞｰﾄﾞ,下り壁 石膏ﾎﾞｰﾄﾞ t=12.5 H=450 (M),,4,下がり壁 石膏ボード,t=12.5 不燃 目地処理 H=400,,,ｍ,M,232,880,880,"204,160",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,141,370,790,"32,712","85,840","183,280",141,370,790,0,0,0,1,1,0,0,0,1,309012003,,1,880,141,370,790,,,,,1,,,0,0,0,0,,"32,712","4,083","85,840","4,083",
3,2,373,C ボード (天井),間接照明,石膏ﾎﾞｰﾄﾞ,間接照明 石膏ﾎﾞｰﾄﾞ(準) t=9.5 ﾊﾈﾀﾞｼ=350 H=350 (M),間接照明 石膏ﾎﾞｰﾄﾞ(準) t=9.5 ﾊﾈﾀﾞｼ=350 H=350 (M),5,間接照明 石膏ボード,t=9.5 準不燃 目地処理,,,ｍ,M,18.6,"4,600","4,600","85,560",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,364,"1,680","4,140","6,770","31,248","77,004",364,"1,680","4,140",0,0,0,1,1,0,0,0,1,312010001,312010001,1,"2,300",182,840,"2,070","2,300",182,840,"2,070",1,,,0,0,0,0,,"6,770","1,711","31,248","1,711",
3,2,374,,,,,,0,,W300×H195 L型 糸495 捨張GB-R,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,375,,,,,,0,,t=9.5(準不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,376,,,,,,0,,(WC),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,377,,,,,,0,,図A-1162,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,378,C ボード (天井),下り壁,石膏ﾎﾞｰﾄﾞ,下り壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 H=150 (M),,1,間接照明天端 石膏ボード,t=9.5 不燃 突付 W=100,,,ｍ,M,18.6,600,600,"11,160",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,45,300,540,837,"5,580","10,044",45,300,540,0,0,0,1,1,0,0,0,1,309010001,,1,600,45,300,540,,,,,1,,,0,0,0,0,,837,223,"5,580",223,
3,2,379,,,,,,0,,(WC),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,380,,,,,,0,,図A-1162,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,381,C ボード (天井),下り壁,石膏ﾎﾞｰﾄﾞ,下り壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 H=150 (M),下り壁 石膏ﾎﾞｰﾄﾞ(準) t=9.5 H=150 (M),1,間接照明見切縁 石膏ボード,t=9.5 準不燃 目地処理 H=105,,,ｍ,M,18.6,"1,200","1,200","22,320",5 Ⅴ旅客 官庁ｲ官専3.1.(7)内外装工事,労務,90,600,"1,080","1,674","11,160","20,088",90,600,"1,080",0,0,0,1,1,0,0,0,1,309010001,309010001,1,600,45,300,540,600,45,300,540,1,,,0,0,0,0,,"1,674",446,"11,160",446,
3,2,382,,,,,,0,,捨張GB-R t=9.5(準不燃)共,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,383,,,,,,0,,(WC),,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
3,2,384,,,,,,0,,図A-1162,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,,,1,,,,,,,,,,,,,,,,,,,,,
